time,load,rain,temp,year,month,day,day_of_week,day_type
2020-01-10,3698,0.1,6.4,2020,1,10,4,weekday
2020-01-11,3366,0.5,9.6,2020,1,11,5,weekend
2020-01-12,3247,0.1,5.8,2020,1,12,6,weekend
2020-01-13,3663,0.4,6.7,2020,1,13,0,weekday
2020-01-14,3757,0.2,4.3,2020,1,14,1,weekday
2020-01-15,3806,0.1,5.6,2020,1,15,2,weekday
2020-01-16,3883,0.3,8.0,2020,1,16,3,weekday
2020-01-17,3792,0.0,4.1,2020,1,17,4,weekday
2020-01-18,3622,0.0,1.8,2020,1,18,5,weekend
2020-01-19,3502,0.0,2.6,2020,1,19,6,weekend
2020-01-20,3889,0.0,5.6,2020,1,20,0,weekday
2020-01-21,3902,0.0,7.5,2020,1,21,1,weekday
2020-01-22,3834,0.0,8.1,2020,1,22,2,weekday
2020-01-23,3823,0.0,6.6,2020,1,23,3,weekday
2020-01-24,3759,0.0,6.6,2020,1,24,4,weekday
2020-01-25,3508,0.0,7.4,2020,1,25,5,weekend
2020-01-26,3352,0.3,6.2,2020,1,26,6,weekend
2020-01-27,3809,0.2,3.2,2020,1,27,0,weekday
2020-01-28,3924,0.2,3.3,2020,1,28,1,weekday
2020-01-29,3903,0.0,6.7,2020,1,29,2,weekday
2020-01-30,3801,0.0,8.9,2020,1,30,3,weekday
2020-01-31,3714,0.2,10.5,2020,1,31,4,weekday
2020-02-01,3434,0.1,7.8,2020,2,1,5,weekend
2020-02-02,3335,0.2,8.1,2020,2,2,6,weekend
2020-02-03,3757,0.1,6.0,2020,2,3,0,weekday
2020-02-04,3840,0.0,5.9,2020,2,4,1,weekday
2020-02-05,3818,0.0,5.1,2020,2,5,2,weekday
2020-02-06,3825,0.0,5.7,2020,2,6,3,weekday
2020-02-07,3857,0.1,7.2,2020,2,7,4,weekday
2020-02-08,3544,0.7,6.8,2020,2,8,5,weekend
2020-02-09,3424,0.9,8.8,2020,2,9,6,weekend
2020-02-10,3905,0.3,4.1,2020,2,10,0,weekday
2020-02-11,4041,0.2,2.9,2020,2,11,1,weekday
2020-02-12,3964,0.3,4.1,2020,2,12,2,weekday
2020-02-13,3931,0.2,5.4,2020,2,13,3,weekday
2020-02-14,3814,0.1,8.0,2020,2,14,4,weekday
2020-02-15,3588,0.7,8.4,2020,2,15,5,weekend
2020-02-16,3445,0.2,5.8,2020,2,16,6,weekend
2020-02-17,3837,0.1,5.5,2020,2,17,0,weekday
2020-02-18,3904,0.3,4.9,2020,2,18,1,weekday
2020-02-19,3901,0.5,7.3,2020,2,19,2,weekday
2020-02-20,3840,0.4,5.6,2020,2,20,3,weekday
2020-02-21,3862,0.4,8.9,2020,2,21,4,weekday
2020-02-22,3517,0.3,7.1,2020,2,22,5,weekend
2020-02-23,3420,0.4,6.3,2020,2,23,6,weekend
2020-02-24,3730,0.7,6.8,2020,2,24,0,weekday
2020-02-25,3883,0.3,3.2,2020,2,25,1,weekday
2020-02-26,3916,0.1,3.7,2020,2,26,2,weekday
2020-02-27,3838,0.0,4.2,2020,2,27,3,weekday
2020-02-28,3789,0.5,8.2,2020,2,28,4,weekday
2020-02-29,3603,0.3,4.4,2020,2,29,5,weekend
2020-03-01,3459,0.1,4.2,2020,3,1,6,weekend
2020-03-02,3822,0.1,3.5,2020,3,2,0,weekday
2020-03-03,3838,0.1,5.0,2020,3,3,1,weekday
2020-03-04,3832,0.0,4.4,2020,3,4,2,weekday
2020-03-05,3816,0.1,3.6,2020,3,5,3,weekday
2020-03-06,3766,0.1,5.7,2020,3,6,4,weekday
2020-03-07,3509,0.2,9.8,2020,3,7,5,weekend
2020-03-08,3318,0.2,6.8,2020,3,8,6,weekend
2020-03-09,3794,0.5,8.2,2020,3,9,0,weekday
2020-03-10,3751,0.1,9.2,2020,3,10,1,weekday
2020-03-11,3785,0.3,6.3,2020,3,11,2,weekday
2020-03-12,3857,0.2,5.1,2020,3,12,3,weekday
2020-03-13,3764,0.1,6.7,2020,3,13,4,weekday
2020-03-14,3487,0.2,8.0,2020,3,14,5,weekend
2020-03-15,3268,0.1,6.3,2020,3,15,6,weekend
2020-03-16,3593,0.1,6.3,2020,3,16,0,weekday
2020-03-17,3357,0.3,8.7,2020,3,17,1,weekday
2020-03-18,3602,0.1,5.6,2020,3,18,2,weekday
2020-03-19,3598,0.0,4.5,2020,3,19,3,weekday
2020-03-20,3585,0.0,4.6,2020,3,20,4,weekday
2020-03-21,3361,0.1,5.5,2020,3,21,5,weekend
2020-03-22,3196,0.0,6.4,2020,3,22,6,weekend
2020-03-23,3503,0.0,7.3,2020,3,23,0,weekday
2020-03-24,3499,0.0,9.3,2020,3,24,1,weekday
2020-03-25,3450,0.1,9.3,2020,3,25,2,weekday
2020-03-26,3425,0.0,8.0,2020,3,26,3,weekday
2020-03-27,3408,0.0,7.6,2020,3,27,4,weekday
2020-03-28,3091,0.0,7.7,2020,3,28,5,weekend
2020-03-29,3036,0.0,4.5,2020,3,29,6,weekend
2020-03-30,3295,0.0,6.0,2020,3,30,0,weekday
2020-03-31,3280,0.0,6.9,2020,3,31,1,weekday
2020-04-01,3260,0.0,7.3,2020,4,1,2,weekday
2020-04-02,3250,0.0,8.4,2020,4,2,3,weekday
2020-04-03,3179,0.0,8.1,2020,4,3,4,weekday
2020-04-04,3018,0.0,9.0,2020,4,4,5,weekend
2020-04-05,2999,0.2,10.9,2020,4,5,6,weekend
2020-04-06,3140,0.0,8.9,2020,4,6,0,weekday
2020-04-07,3095,0.0,8.7,2020,4,7,1,weekday
2020-04-08,3126,0.0,10.1,2020,4,8,2,weekday
2020-04-09,3075,0.0,11.0,2020,4,9,3,weekday
2020-04-10,3027,0.0,12.4,2020,4,10,4,weekday
2020-04-11,2865,0.0,12.0,2020,4,11,5,weekend
2020-04-12,2850,0.2,8.6,2020,4,12,6,weekend
2020-04-13,2790,0.0,7.7,2020,4,13,0,weekday
2020-04-14,3047,0.0,6.9,2020,4,14,1,weekday
2020-04-15,3049,0.0,8.4,2020,4,15,2,weekday
2020-04-16,3040,0.0,10.0,2020,4,16,3,weekday
2020-04-17,2976,0.1,10.9,2020,4,17,4,weekday
2020-04-18,2870,0.1,9.3,2020,4,18,5,weekend
2020-04-19,2807,0.0,10.1,2020,4,19,6,weekend
2020-04-20,2943,0.0,10.2,2020,4,20,0,weekday
2020-04-21,2989,0.0,10.3,2020,4,21,1,weekday
2020-04-22,3025,0.0,11.2,2020,4,22,2,weekday
2020-04-23,3035,0.0,11.6,2020,4,23,3,weekday
2020-04-24,3018,0.0,11.8,2020,4,24,4,weekday
2020-04-25,2817,0.0,11.8,2020,4,25,5,weekend
2020-04-26,2808,0.0,9.7,2020,4,26,6,weekend
2020-04-27,3007,0.0,8.5,2020,4,27,0,weekday
2020-04-28,3047,0.0,8.7,2020,4,28,1,weekday
2020-04-29,3070,0.5,8.3,2020,4,29,2,weekday
2020-04-30,3077,0.2,8.0,2020,4,30,3,weekday
2020-05-01,3020,0.1,8.3,2020,5,1,4,weekday
2020-05-02,2848,0.0,9.3,2020,5,2,5,weekend
2020-05-03,2746,0.0,10.3,2020,5,3,6,weekend
2020-05-04,2742,0.0,10.5,2020,5,4,0,weekday
2020-05-05,2959,0.0,10.7,2020,5,5,1,weekday
2020-05-06,2995,0.1,11.8,2020,5,6,2,weekday
2020-05-07,3011,0.2,12.5,2020,5,7,3,weekday
2020-05-08,2994,0.0,13.4,2020,5,8,4,weekday
2020-05-09,2782,0.0,13.7,2020,5,9,5,weekend
2020-05-10,2733,0.0,10.1,2020,5,10,6,weekend
2020-05-11,2972,0.0,6.9,2020,5,11,0,weekday
2020-05-12,3063,0.0,7.5,2020,5,12,1,weekday
2020-05-13,3049,0.0,7.7,2020,5,13,2,weekday
2020-05-14,3059,0.0,7.9,2020,5,14,3,weekday
2020-05-15,3044,0.0,9.4,2020,5,15,4,weekday
2020-05-16,2815,0.0,10.6,2020,5,16,5,weekend
2020-05-17,2744,0.1,12.0,2020,5,17,6,weekend
2020-05-18,3016,0.1,13.0,2020,5,18,0,weekday
2020-05-19,3056,0.0,14.2,2020,5,19,1,weekday
2020-05-20,3030,0.0,14.1,2020,5,20,2,weekday
2020-05-21,3051,0.3,12.7,2020,5,21,3,weekday
2020-05-22,2962,0.2,11.9,2020,5,22,4,weekday
2020-05-23,2755,0.1,11.3,2020,5,23,5,weekend
2020-05-24,2702,0.0,13.1,2020,5,24,6,weekend
2020-05-25,2983,0.0,12.3,2020,5,25,0,weekday
2020-05-26,3082,0.0,13.6,2020,5,26,1,weekday
2020-05-27,3089,0.0,14.6,2020,5,27,2,weekday
2020-05-28,3076,0.0,17.1,2020,5,28,3,weekday
2020-05-29,2965,0.0,17.2,2020,5,29,4,weekday
2020-05-30,2728,0.0,16.9,2020,5,30,5,weekend
2020-05-31,2639,0.0,16.8,2020,5,31,6,weekend
2020-06-01,2690,0.0,12.7,2020,6,1,0,weekday
